order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00261,261,424,CUST_0424,2023-02-18,2023-10-25T08:16:00.000Z,PROD_191,9,5,5,359.75,70.63,70.51,265.47,0.00,19.50,0.00,delivered,pending,paypal,3293 Pine Rd,,TRK543370
ORD_00262,262,313,CUST_0313,9/21/2023,2023-10-22T09:19:00.000Z,PROD_141,57,6,4,178.74,39.81,657.27,269.66,0.00,7.08,15.90,processing,CANCELLED,cash,9326 Main St,Special delivery instructions,TRK835154
ORD_00263,263,385,CUST_0385,8/25/2023,2023-06-19T03:26:00.000Z,PROD_006,65,5,5,67.44,107.94,266.60,263.61,0.00,30.16,0.00,SHIPPED,SHIPPED,bank_transfer,1280 Main St,,
ORD_00264,264,396,CUST_0396,2023-05-06,2023-10-09T23:15:00.000Z,PROD_042,71,8,5,419.68,277.21,725.10,821.00,15.03,8.29,22.50,delivered,CANCELLED,paypal,3161 Oak Ave,Special delivery instructions,
ORD_00265,265,400,CUST_0400,2/21/2023,2023-07-07T16:29:00.000Z,PROD_050,127,7,2,182.95,205.05,735.35,391.23,0.00,24.87,0.00,returned,returned,bank_transfer,2080 Pine Rd,,TRK912733
ORD_00266,266,437,CUST_0437,6/5/2023,,PROD_005,113,6,3,438.07,358.82,1036.37,590.65,5.64,8.83,0.00,pending,CANCELLED,credit_card,3627 Main St,Special delivery instructions,
ORD_00267,267,336,CUST_0336,11/15/2023,2023-05-28T11:25:00.000Z,PROD_156,147,6,1,467.01,275.53,97.29,704.31,6.02,45.51,0.00,processing,,bank_transfer,4922 Main St,Special delivery instructions,
ORD_00268,268,407,CUST_0407,2023-05-25,,PROD_128,174,8,5,61.52,157.90,736.32,478.23,0.00,40.60,41.75,returned,,credit_card,281 Oak Ave,,
ORD_00269,269,181,CUST_0181,11/18/2023,2023-04-19T16:57:00.000Z,PROD_014,39,1,4,20.79,209.79,358.23,139.39,16.04,43.67,0.00,SHIPPED,processing,credit_card,4864 Main St,Special delivery instructions,TRK469150
ORD_00270,270,325,CUST_0325,6/4/2023,2023-05-21T11:28:00.000Z,PROD_058,138,4,2,448.57,68.86,90.38,137.41,0.00,5.70,0.00,processing,processing,cash,8922 Pine Rd,,TRK392344
ORD_00271,271,412,CUST_0412,5/16/2023,2023-11-10T14:30:00.000Z,PROD_129,65,9,4,463.28,164.78,348.08,351.98,5.81,49.96,0.00,SHIPPED,returned,debit_card,5164 Oak Ave,,TRK657225
ORD_00272,272,178,CUST_0178,2023-01-03,2023-01-17T15:31:00.000Z,PROD_132,165,7,1,247.81,384.84,750.88,562.06,0.00,20.21,0.00,SHIPPED,processing,cash,1665 Main St,,TRK350531
ORD_00273,273,56,CUST_0056,2023-05-20,2023-04-11T23:28:00.000Z,PROD_036,68,1,4,496.44,34.64,555.34,135.13,13.97,29.13,23.05,delivered,processing,paypal,8675 Oak Ave,,
ORD_00274,274,26,CUST_0026,2/20/2023,2023-08-10T17:42:00.000Z,PROD_094,178,7,1,321.68,310.24,1000.94,444.59,0.00,40.36,0.00,,SHIPPED,debit_card,6264 Oak Ave,,TRK731502
ORD_00275,275,306,CUST_0306,12/24/2023,,PROD_075,9,2,1,89.60,39.81,699.25,823.70,22.00,6.53,0.00,SHIPPED,delivered,paypal,5511 Oak Ave,,
ORD_00276,276,398,CUST_0398,2023-09-13,2023-04-19T11:39:00.000Z,PROD_153,106,9,5,124.26,78.94,436.16,242.44,21.68,39.69,0.00,CANCELLED,pending,debit_card,4254 Pine Rd,,
ORD_00277,277,411,CUST_0411,2023-06-15,2023-02-02T20:17:00.000Z,PROD_120,194,10,3,158.45,120.97,813.31,328.96,5.12,21.39,0.00,SHIPPED,delivered,paypal,3343 Main St,Special delivery instructions,TRK740814
ORD_00278,278,405,CUST_0405,6/22/2023,2023-09-09T00:59:00.000Z,PROD_178,143,9,4,201.02,166.88,170.93,149.90,0.00,5.34,0.00,processing,SHIPPED,credit_card,9495 Pine Rd,,
ORD_00279,279,270,CUST_0270,8/10/2023,2023-03-26T03:12:00.000Z,PROD_086,159,8,5,346.80,303.75,322.37,334.47,20.18,34.10,0.00,pending,,credit_card,4963 Oak Ave,Special delivery instructions,TRK515762
ORD_00280,280,421,CUST_0421,,2023-06-08T23:51:00.000Z,PROD_061,139,8,5,215.11,178.44,224.54,664.82,24.59,45.86,17.54,returned,processing,debit_card,4328 Pine Rd,Special delivery instructions,TRK531162
ORD_00281,281,298,CUST_0298,7/10/2023,2023-11-04T04:51:00.000Z,PROD_091,16,9,5,279.40,91.68,788.91,712.52,0.00,36.58,0.00,SHIPPED,returned,paypal,777 Oak Ave,,TRK388656
ORD_00282,282,313,CUST_0313,2023-09-14,,PROD_165,129,7,1,351.61,317.18,543.89,108.20,0.00,19.26,0.00,processing,pending,cash,4613 Pine Rd,Special delivery instructions,TRK119681
ORD_00283,283,28,CUST_0028,2023-06-06,2023-09-21T11:46:00.000Z,PROD_157,158,8,5,182.16,182.05,600.09,390.29,13.82,23.72,0.00,CANCELLED,delivered,paypal,1234 Main St,,TRK362827
ORD_00284,284,233,CUST_0233,2023-02-01,2023-02-08T00:32:00.000Z,PROD_024,33,5,4,191.31,405.71,92.84,118.92,21.74,8.83,33.04,pending,pending,cash,473 Main St,,TRK654309
ORD_00285,285,235,CUST_0235,7/7/2023,,PROD_067,115,3,4,452.56,292.91,560.19,217.94,10.48,10.54,0.00,SHIPPED,CANCELLED,bank_transfer,5669 Oak Ave,Special delivery instructions,
ORD_00286,286,306,CUST_0306,1/8/2023,2023-04-22T03:08:00.000Z,PROD_024,155,5,4,253.07,214.41,116.11,538.66,0.00,17.84,37.34,processing,returned,credit_card,1877 Oak Ave,,TRK930839
ORD_00287,287,22,CUST_0022,9/23/2023,2023-07-31T23:25:00.000Z,PROD_132,169,9,4,14.77,131.26,967.38,237.17,0.00,3.01,0.00,pending,returned,bank_transfer,235 Oak Ave,,TRK922718
ORD_00288,288,213,CUST_0213,2023-01-01,2023-06-22T10:53:00.000Z,PROD_158,178,1,1,382.72,141.78,502.72,363.84,15.09,41.50,0.00,returned,,debit_card,3972 Pine Rd,,TRK732485
ORD_00289,289,96,CUST_0096,,2023-03-26T23:08:00.000Z,PROD_101,56,5,3,384.87,392.57,356.79,759.72,10.32,28.87,0.00,returned,,bank_transfer,4293 Oak Ave,,TRK234821
ORD_00290,290,115,CUST_0115,2023-10-16,2023-04-08T13:26:00.000Z,PROD_112,123,8,5,354.52,155.05,787.72,535.85,8.55,28.44,26.49,processing,delivered,paypal,8807 Main St,,TRK839506
ORD_00291,291,472,CUST_0472,2023-08-23,2023-10-20T05:23:00.000Z,PROD_173,80,4,2,508.62,318.86,485.96,129.39,19.15,15.43,0.00,pending,processing,cash,1621 Oak Ave,,
ORD_00292,292,230,CUST_0230,6/11/2023,2023-01-12T03:27:00.000Z,PROD_130,109,7,3,36.41,131.99,411.38,631.89,18.95,9.53,0.00,processing,CANCELLED,debit_card,6620 Main St,,
ORD_00293,293,153,CUST_0153,2023-02-10,2023-09-10T01:16:00.000Z,PROD_110,64,7,1,462.62,274.34,373.28,504.64,22.84,26.36,0.00,,,credit_card,1517 Oak Ave,,TRK273077
ORD_00294,294,157,CUST_0157,2023-10-27,,PROD_138,148,6,2,349.55,410.95,1016.97,618.82,7.64,32.68,0.00,returned,processing,paypal,7751 Main St,,TRK328579
ORD_00295,295,144,CUST_0144,10/28/2023,2023-07-21T17:48:00.000Z,PROD_171,149,3,3,39.53,137.19,148.74,403.70,22.72,46.41,0.00,CANCELLED,,paypal,4819 Main St,Special delivery instructions,TRK706293
ORD_00296,296,498,CUST_0498,9/2/2023,2023-07-23T02:30:00.000Z,PROD_148,199,5,4,382.89,278.76,691.17,165.57,15.39,2.26,0.00,,processing,credit_card,3347 Pine Rd,Special delivery instructions,TRK713976
ORD_00297,297,96,CUST_0096,8/9/2023,2023-01-06T00:28:00.000Z,PROD_185,183,8,4,266.24,161.35,143.68,754.42,0.00,4.46,0.00,SHIPPED,returned,credit_card,766 Oak Ave,,TRK141634
ORD_00298,298,235,CUST_0235,,,PROD_119,73,10,4,38.34,212.05,941.56,61.86,20.41,14.35,0.00,returned,delivered,credit_card,9814 Main St,,
ORD_00299,299,148,CUST_0148,2/7/2023,2023-02-21T15:33:00.000Z,PROD_132,169,8,1,246.47,114.79,778.68,428.42,24.96,32.42,0.00,delivered,CANCELLED,credit_card,783 Main St,Special delivery instructions,
ORD_00300,300,213,CUST_0213,2023-02-01,,PROD_025,158,8,3,161.40,378.45,925.40,99.80,0.00,41.99,0.00,returned,CANCELLED,credit_card,7698 Main St,,TRK882549
ORD_00301,301,418,CUST_0418,12/8/2023,2023-04-17T03:23:00.000Z,PROD_068,64,6,4,171.63,148.63,956.91,830.73,0.00,38.53,0.00,CANCELLED,CANCELLED,cash,8569 Main St,Special delivery instructions,TRK105460
ORD_00302,302,153,CUST_0153,8/24/2023,2023-06-05T05:01:00.000Z,PROD_183,46,3,4,167.96,178.50,745.63,60.63,0.00,10.79,0.00,processing,processing,debit_card,1953 Main St,,
ORD_00303,303,82,CUST_0082,10/26/2023,2023-02-20T03:04:00.000Z,PROD_011,56,2,2,245.10,106.02,274.18,391.79,14.19,8.53,0.00,processing,returned,credit_card,9711 Pine Rd,,
ORD_00304,304,323,CUST_0323,4/6/2023,2023-08-01T02:40:00.000Z,PROD_028,6,5,5,128.57,349.85,953.79,729.75,0.00,3.09,0.00,CANCELLED,SHIPPED,credit_card,4310 Pine Rd,,
ORD_00305,305,198,CUST_0198,,2023-11-01T03:36:00.000Z,PROD_023,115,10,1,407.23,327.70,722.90,98.88,9.25,41.73,0.00,pending,CANCELLED,debit_card,9098 Oak Ave,,TRK501726
ORD_00306,306,336,CUST_0336,5/11/2023,2023-04-21T04:47:00.000Z,PROD_083,12,7,2,292.37,348.61,275.25,566.70,0.00,14.79,0.00,CANCELLED,pending,credit_card,1263 Main St,,
ORD_00307,307,235,CUST_0235,8/23/2023,2023-07-20T13:16:00.000Z,PROD_023,4,9,3,367.76,88.16,173.69,838.02,11.18,40.63,7.55,,processing,bank_transfer,9740 Pine Rd,,TRK142901
ORD_00308,308,349,CUST_0349,2023-02-04,,PROD_176,179,6,5,24.27,67.93,598.54,245.73,11.20,25.96,0.00,processing,processing,cash,9869 Oak Ave,,
ORD_00309,309,357,CUST_0357,2023-01-27,2023-11-11T18:05:00.000Z,PROD_115,196,8,3,440.76,357.38,206.13,582.37,6.60,2.66,14.78,pending,pending,debit_card,6560 Oak Ave,,TRK769559
ORD_00310,310,404,CUST_0404,7/3/2023,2023-04-11T18:16:00.000Z,PROD_019,166,6,1,98.11,414.02,316.88,214.88,9.23,10.87,46.54,delivered,delivered,cash,3320 Oak Ave,,
ORD_00311,311,474,CUST_0474,2023-10-02,2023-04-19T00:26:00.000Z,PROD_147,188,2,1,424.36,57.22,768.33,338.07,15.49,5.60,0.00,CANCELLED,pending,paypal,4894 Main St,,TRK407923
ORD_00312,312,451,CUST_0451,,2023-12-21T12:11:00.000Z,PROD_061,72,10,3,129.41,411.69,57.77,182.14,21.89,4.79,0.00,CANCELLED,SHIPPED,bank_transfer,8564 Main St,,TRK868957
ORD_00313,313,356,CUST_0356,8/21/2023,,PROD_029,147,5,3,233.36,336.62,721.46,425.35,12.68,18.30,0.00,returned,returned,cash,7351 Pine Rd,,TRK428010
ORD_00314,314,460,CUST_0460,2023-03-10,,PROD_177,124,6,1,47.28,271.34,266.31,190.10,14.89,19.90,48.62,CANCELLED,pending,bank_transfer,5212 Pine Rd,,
ORD_00315,315,3,CUST_0003,2023-11-03,2023-08-27T04:16:00.000Z,PROD_097,31,5,1,157.17,95.23,792.98,212.67,0.00,47.33,38.57,,CANCELLED,bank_transfer,2373 Main St,,TRK912404
ORD_00316,316,105,CUST_0105,2023-02-21,2023-09-18T11:51:00.000Z,PROD_087,27,4,3,503.99,198.67,830.93,365.45,24.06,8.24,0.00,delivered,,credit_card,9710 Pine Rd,,
ORD_00317,317,214,CUST_0214,2023-12-20,2023-12-24T04:08:00.000Z,PROD_100,103,7,4,264.36,231.66,106.80,58.24,13.74,46.07,0.00,CANCELLED,pending,cash,4945 Main St,,
ORD_00318,318,429,CUST_0429,10/15/2023,2023-07-10T17:05:00.000Z,PROD_119,85,9,2,379.42,232.28,136.37,76.83,14.24,16.08,0.00,CANCELLED,returned,debit_card,4743 Pine Rd,,
ORD_00319,319,135,CUST_0135,2023-05-04,,PROD_074,52,2,5,410.10,317.91,490.26,62.03,23.31,40.75,0.00,CANCELLED,processing,debit_card,509 Pine Rd,,
ORD_00320,320,340,CUST_0340,3/15/2023,2023-05-12T16:48:00.000Z,PROD_005,69,6,2,466.40,338.85,600.47,273.94,9.37,45.87,13.62,SHIPPED,CANCELLED,paypal,933 Oak Ave,,TRK140149
ORD_00321,321,210,CUST_0210,2023-03-08,2023-12-21T10:03:00.000Z,PROD_021,95,7,3,445.91,319.39,472.22,104.77,21.49,10.41,0.00,,,paypal,749 Oak Ave,,
ORD_00322,322,15,CUST_0015,2023-10-16,2023-04-21T15:28:00.000Z,PROD_154,40,10,3,62.42,83.93,237.47,400.82,16.54,19.26,7.29,delivered,delivered,debit_card,5311 Pine Rd,,TRK871515
ORD_00323,323,399,CUST_0399,,2023-11-10T09:33:00.000Z,PROD_003,55,6,3,248.09,39.60,1035.31,408.70,12.56,45.88,18.24,SHIPPED,CANCELLED,credit_card,3617 Main St,,TRK269625
ORD_00324,324,194,CUST_0194,4/24/2023,2023-01-10T04:51:00.000Z,PROD_077,161,7,1,341.46,144.69,166.35,531.25,0.00,6.60,12.76,returned,CANCELLED,bank_transfer,2649 Main St,Special delivery instructions,
ORD_00325,325,96,CUST_0096,6/20/2023,2023-08-21T10:44:00.000Z,PROD_168,83,4,4,13.74,185.55,892.47,271.48,17.68,34.33,0.00,pending,CANCELLED,bank_transfer,304 Main St,,TRK731913
ORD_00326,326,379,CUST_0379,2023-04-30,2023-05-21T07:31:00.000Z,PROD_035,148,8,1,245.65,380.73,349.94,822.59,0.00,22.40,0.00,pending,returned,debit_card,3410 Main St,,TRK599869
ORD_00327,327,488,CUST_0488,2023-04-12,,PROD_022,26,7,4,253.34,142.76,493.79,510.64,16.37,2.35,20.85,processing,returned,paypal,4451 Main St,,TRK778698
ORD_00328,328,352,CUST_0352,6/5/2023,2023-12-28T12:32:00.000Z,PROD_141,39,2,3,255.54,252.37,472.05,503.09,16.93,24.62,2.35,CANCELLED,delivered,credit_card,8738 Main St,,
ORD_00329,329,194,CUST_0194,3/18/2023,2023-02-07T13:55:00.000Z,PROD_177,120,8,3,152.37,142.55,752.43,664.26,13.79,24.49,0.00,,,paypal,5574 Pine Rd,,
ORD_00330,330,231,CUST_0231,1/17/2023,2023-02-04T05:35:00.000Z,PROD_194,20,5,4,301.40,60.26,469.37,799.36,7.50,19.18,0.00,,delivered,credit_card,4268 Pine Rd,,
ORD_00331,331,148,CUST_0148,3/16/2023,2023-12-23T03:48:00.000Z,PROD_136,174,3,2,20.21,88.49,910.88,300.77,0.00,36.71,0.00,,returned,paypal,9155 Main St,,
ORD_00332,332,433,CUST_0433,2023-08-21,2023-11-21T13:09:00.000Z,PROD_024,77,2,5,498.83,201.31,531.63,677.66,17.62,29.79,0.00,delivered,SHIPPED,cash,1617 Pine Rd,,TRK431464
ORD_00333,333,95,CUST_0095,2023-08-01,,PROD_174,111,3,2,97.56,104.21,934.43,281.44,0.00,23.05,0.00,,pending,credit_card,4153 Oak Ave,,TRK916065
ORD_00334,334,221,CUST_0221,2023-10-21,,PROD_123,152,6,5,264.88,183.98,395.68,58.97,6.03,47.86,38.74,pending,returned,debit_card,3010 Pine Rd,,TRK597121
ORD_00335,335,90,CUST_0090,2023-08-08,2023-04-04T21:19:00.000Z,PROD_086,19,4,5,85.50,235.76,454.19,700.57,13.74,25.38,0.00,CANCELLED,returned,cash,5748 Pine Rd,,
ORD_00336,336,264,CUST_0264,2023-03-07,2023-05-27T21:45:00.000Z,PROD_040,192,7,5,143.14,91.57,141.53,398.92,19.13,49.80,49.24,delivered,,debit_card,11 Oak Ave,,TRK978900
ORD_00337,337,106,CUST_0106,2023-03-08,2023-12-11T17:07:00.000Z,PROD_197,151,3,4,182.43,375.00,974.53,761.26,11.97,26.65,38.49,processing,delivered,credit_card,8367 Main St,,TRK922701
ORD_00338,338,472,CUST_0472,2023-04-03,2023-05-22T07:03:00.000Z,PROD_015,47,3,5,322.94,349.24,78.86,184.04,0.00,35.22,19.53,CANCELLED,CANCELLED,cash,2126 Main St,Special delivery instructions,TRK561710
ORD_00339,339,492,CUST_0492,6/10/2023,2023-06-14T17:20:00.000Z,PROD_084,3,5,4,430.87,317.65,941.80,405.51,0.00,41.66,0.00,SHIPPED,returned,credit_card,1868 Main St,,TRK295800
ORD_00340,340,457,CUST_0457,2023-05-22,2023-01-13T02:21:00.000Z,PROD_051,9,4,2,20.24,396.35,149.70,388.01,14.70,48.21,0.00,delivered,CANCELLED,credit_card,9243 Pine Rd,,TRK235692
ORD_00341,341,473,CUST_0473,2023-12-08,,PROD_045,198,3,2,88.11,389.05,279.90,515.59,10.22,50.33,32.69,SHIPPED,delivered,debit_card,9125 Pine Rd,Special delivery instructions,TRK327924
ORD_00342,342,411,CUST_0411,1/26/2023,2023-02-03T03:20:00.000Z,PROD_042,82,3,5,219.81,222.92,795.94,247.32,10.56,18.42,0.00,,returned,paypal,4904 Main St,,TRK868389
ORD_00343,343,476,CUST_0476,2023-05-18,2023-12-20T14:50:00.000Z,PROD_004,157,6,1,311.75,107.75,291.95,708.70,12.81,23.22,0.00,,returned,cash,1800 Main St,,
ORD_00344,344,265,CUST_0265,9/18/2023,2023-01-04T04:15:00.000Z,PROD_018,152,7,1,440.84,140.58,159.75,108.83,10.92,49.91,0.00,returned,pending,paypal,8708 Oak Ave,,
ORD_00345,345,135,CUST_0135,4/4/2023,,PROD_177,70,1,5,250.79,225.56,552.87,687.57,8.96,3.85,37.56,processing,SHIPPED,credit_card,3263 Oak Ave,,
ORD_00346,346,404,CUST_0404,2023-10-17,2023-05-25T12:04:00.000Z,PROD_190,70,3,2,133.69,319.69,1012.36,439.12,17.83,41.31,0.00,CANCELLED,,bank_transfer,9844 Pine Rd,,TRK879824
ORD_00347,347,310,CUST_0310,2023-10-15,2023-10-24T17:42:00.000Z,PROD_155,141,8,5,275.92,225.09,430.79,312.64,0.00,37.90,4.86,pending,processing,bank_transfer,1041 Oak Ave,,TRK367782
ORD_00348,348,358,CUST_0358,8/3/2023,2023-10-11T19:13:00.000Z,PROD_138,124,3,2,405.62,213.72,590.66,380.61,21.74,50.49,0.00,processing,processing,bank_transfer,4594 Pine Rd,,TRK367866
ORD_00349,349,96,CUST_0096,8/14/2023,2023-09-20T06:23:00.000Z,PROD_142,159,2,5,64.18,329.61,656.59,661.07,0.00,17.03,0.00,SHIPPED,processing,paypal,4050 Main St,,TRK637419
ORD_00350,350,376,CUST_0376,,2023-01-25T17:34:00.000Z,PROD_011,118,6,3,415.12,25.14,634.12,474.70,10.68,32.77,0.00,CANCELLED,delivered,paypal,7145 Pine Rd,,TRK740362
ORD_00351,351,318,CUST_0318,2023-10-31,2023-04-22T09:17:00.000Z,PROD_081,45,1,1,438.74,47.06,268.09,94.97,18.23,39.34,0.00,CANCELLED,,cash,9896 Oak Ave,,TRK328321
ORD_00352,352,452,CUST_0452,7/12/2023,2023-05-23T09:00:00.000Z,PROD_064,189,9,3,213.07,31.36,488.81,591.60,11.58,36.63,32.55,returned,processing,paypal,8104 Main St,,TRK285803
ORD_00353,353,136,CUST_0136,2/8/2023,2023-12-24T04:48:00.000Z,PROD_001,14,5,4,60.36,321.65,662.16,750.85,10.69,21.50,0.00,pending,CANCELLED,credit_card,6684 Main St,,TRK375741
ORD_00354,354,61,CUST_0061,2023-07-18,2023-04-13T06:41:00.000Z,PROD_043,192,3,4,474.25,313.18,1013.14,58.05,0.00,41.96,0.00,SHIPPED,processing,paypal,8884 Oak Ave,,TRK560606
ORD_00355,355,390,CUST_0390,8/7/2023,,PROD_015,199,10,3,440.96,103.87,839.07,129.95,17.98,19.85,0.00,processing,,cash,3769 Main St,,
ORD_00356,356,176,CUST_0176,4/1/2023,2023-05-09T19:39:00.000Z,PROD_196,1,2,3,399.93,327.57,755.47,502.69,23.95,24.09,39.67,delivered,pending,paypal,35 Main St,,TRK163674
ORD_00357,357,76,CUST_0076,2023-04-17,,PROD_058,125,8,3,216.38,241.54,907.76,637.15,7.10,18.95,0.00,returned,pending,paypal,7538 Oak Ave,,TRK853394
ORD_00358,358,272,CUST_0272,4/9/2023,2023-12-16T00:02:00.000Z,PROD_032,81,6,1,128.87,93.98,227.38,799.92,10.47,26.21,9.84,SHIPPED,returned,cash,5113 Oak Ave,,TRK519061
ORD_00359,359,234,CUST_0234,2023-03-09,,PROD_169,161,10,1,401.94,103.20,261.66,244.08,21.48,22.24,0.00,pending,processing,cash,6579 Pine Rd,,TRK555592
ORD_00360,360,314,CUST_0314,2023-06-21,2023-04-24T19:34:00.000Z,PROD_009,98,8,2,79.89,293.93,549.01,388.46,0.00,12.64,2.28,,processing,paypal,1774 Main St,,TRK336172
ORD_00361,361,418,CUST_0418,8/22/2023,2023-01-05T05:38:00.000Z,PROD_030,145,1,4,13.37,187.88,55.35,46.00,5.32,39.41,0.00,processing,returned,cash,1809 Main St,,TRK623913
ORD_00362,362,162,CUST_0162,2023-09-15,,PROD_047,96,6,4,436.46,260.39,977.69,670.83,7.95,24.01,0.00,delivered,CANCELLED,cash,7426 Oak Ave,,TRK248267
ORD_00363,363,473,CUST_0473,3/12/2023,2023-06-01T08:09:00.000Z,PROD_064,127,4,2,203.37,54.49,186.01,490.62,8.03,16.79,0.00,CANCELLED,processing,cash,9932 Oak Ave,,TRK306375
ORD_00364,364,297,CUST_0297,2023-10-26,,PROD_196,122,7,5,158.37,327.39,503.58,459.67,22.51,17.90,0.00,CANCELLED,returned,paypal,7367 Oak Ave,,
ORD_00365,365,312,CUST_0312,2023-08-03,2023-12-22T08:03:00.000Z,PROD_187,50,5,4,82.93,274.65,483.20,629.28,0.00,24.41,14.00,SHIPPED,SHIPPED,credit_card,4819 Pine Rd,,
ORD_00366,366,238,CUST_0238,2023-07-01,2023-10-16T19:14:00.000Z,PROD_011,27,5,4,123.76,146.57,436.20,488.60,0.00,44.47,0.00,returned,processing,debit_card,8201 Pine Rd,,TRK628885
ORD_00367,367,265,CUST_0265,,,PROD_124,37,1,3,198.07,110.77,592.55,112.19,16.33,15.48,30.66,CANCELLED,CANCELLED,bank_transfer,8121 Main St,,
ORD_00368,368,82,CUST_0082,8/17/2023,2023-11-22T14:58:00.000Z,PROD_158,32,4,5,87.64,44.98,1035.16,363.71,0.00,44.41,37.05,SHIPPED,pending,debit_card,4908 Pine Rd,,TRK629041
ORD_00369,369,272,CUST_0272,4/21/2023,2023-05-14T00:31:00.000Z,PROD_191,125,9,1,130.67,313.70,778.68,173.13,9.57,3.44,0.00,CANCELLED,pending,bank_transfer,2338 Oak Ave,,
ORD_00370,370,394,CUST_0394,10/28/2023,2023-06-07T19:06:00.000Z,PROD_057,190,2,4,156.53,140.50,522.47,139.61,0.00,21.56,0.00,,returned,bank_transfer,1689 Pine Rd,,
ORD_00371,371,103,CUST_0103,2023-08-25,2023-08-13T17:29:00.000Z,PROD_065,182,8,5,404.14,44.37,416.78,765.18,0.00,48.44,0.00,,pending,cash,8716 Main St,,TRK499765
ORD_00372,372,205,CUST_0205,12/16/2023,2023-06-16T17:46:00.000Z,PROD_006,41,1,2,200.90,287.17,261.79,450.61,0.00,51.82,0.00,returned,delivered,cash,247 Pine Rd,,
ORD_00373,373,211,CUST_0211,8/3/2023,2023-10-26T04:41:00.000Z,PROD_012,104,5,4,147.03,150.82,440.63,91.82,20.56,5.16,0.00,pending,delivered,paypal,1252 Pine Rd,,TRK349782
ORD_00374,374,264,CUST_0264,2023-04-22,2023-11-17T23:56:00.000Z,PROD_094,186,1,4,456.63,16.44,366.01,723.98,11.08,8.49,0.00,returned,,debit_card,5758 Main St,,TRK270223
ORD_00375,375,473,CUST_0473,11/19/2023,2023-05-18T09:31:00.000Z,PROD_036,46,8,1,268.05,183.47,281.15,303.34,9.45,7.22,0.00,,CANCELLED,bank_transfer,5035 Main St,Special delivery instructions,
ORD_00376,376,499,CUST_0499,2023-10-26,,PROD_135,161,7,5,199.02,115.07,714.63,311.54,14.75,20.46,39.10,SHIPPED,SHIPPED,paypal,2589 Oak Ave,,
ORD_00377,377,387,CUST_0387,2023-03-13,2023-04-23T17:52:00.000Z,PROD_173,158,4,5,248.44,273.26,794.89,382.58,0.00,32.87,34.04,processing,processing,debit_card,8838 Main St,,
ORD_00378,378,164,CUST_0164,8/15/2023,2023-01-05T12:34:00.000Z,PROD_171,112,6,3,454.79,173.21,421.72,571.68,10.68,28.61,19.41,,pending,debit_card,5102 Pine Rd,Special delivery instructions,
ORD_00379,379,358,CUST_0358,1/10/2023,2023-07-13T01:23:00.000Z,PROD_068,82,4,2,310.43,123.43,749.36,782.43,9.04,50.77,0.00,returned,,bank_transfer,7283 Main St,,TRK664958
ORD_00380,380,437,CUST_0437,2023-08-06,,PROD_091,90,4,4,234.59,50.41,145.05,677.64,10.76,22.24,0.00,processing,processing,credit_card,7109 Pine Rd,,TRK523706
ORD_00381,381,78,CUST_0078,2023-05-13,2023-01-01T20:29:00.000Z,PROD_076,39,7,4,56.37,215.90,191.84,764.71,16.28,8.95,21.65,pending,CANCELLED,paypal,6582 Oak Ave,,TRK670325
ORD_00382,382,34,CUST_0034,9/16/2023,2023-05-04T17:19:00.000Z,PROD_061,185,2,3,325.02,15.02,524.92,470.61,0.00,18.95,10.03,SHIPPED,pending,debit_card,6399 Oak Ave,,
ORD_00383,383,241,CUST_0241,,2023-10-10T20:43:00.000Z,PROD_143,148,4,1,269.08,180.26,423.52,177.94,0.00,6.84,0.00,delivered,CANCELLED,cash,6419 Oak Ave,,TRK490415
ORD_00384,384,383,CUST_0383,11/11/2023,2023-01-27T10:31:00.000Z,PROD_095,184,7,5,28.00,324.51,612.39,60.98,8.40,32.80,0.00,,CANCELLED,cash,381 Pine Rd,,
ORD_00385,385,239,CUST_0239,2023-01-24,2023-09-27T05:24:00.000Z,PROD_024,35,5,3,411.06,76.69,308.27,215.70,13.59,17.41,0.00,pending,pending,debit_card,7839 Pine Rd,,TRK213497
ORD_00386,386,179,CUST_0179,9/20/2023,2023-06-11T18:00:00.000Z,PROD_068,115,10,2,58.65,317.86,697.33,441.63,18.02,12.24,0.00,delivered,processing,cash,3173 Main St,,TRK153981
ORD_00387,387,453,CUST_0453,3/15/2023,2023-03-17T06:35:00.000Z,PROD_124,9,2,4,325.47,276.83,966.13,112.82,5.76,13.53,31.54,pending,returned,credit_card,6770 Oak Ave,,TRK567409
ORD_00388,388,292,CUST_0292,9/4/2023,2023-01-17T05:42:00.000Z,PROD_024,120,9,4,393.30,34.38,1038.97,197.24,24.75,42.02,0.00,returned,returned,cash,7650 Main St,Special delivery instructions,
ORD_00389,389,414,CUST_0414,6/2/2023,2023-06-05T05:37:00.000Z,PROD_103,43,4,3,385.35,69.54,67.69,203.92,7.05,5.40,0.00,processing,returned,bank_transfer,710 Main St,,
ORD_00390,390,385,CUST_0385,2023-09-15,,PROD_075,108,5,4,342.52,240.82,131.20,623.22,6.56,35.07,0.00,returned,SHIPPED,bank_transfer,4874 Main St,,TRK700663
ORD_00391,391,352,CUST_0352,12/18/2023,2023-08-10T02:18:00.000Z,PROD_179,99,5,2,311.58,235.68,309.64,521.30,15.71,28.81,0.00,processing,returned,paypal,195 Main St,,
