customer_id,full_name,email,phone,address,city,state,zip_code,total_orders,total_spent,loyalty_points,preferred_payment,age,birth_date,gender,segment,registered_on,final_status
392,Charlie Brown,customer392@example.com,555-5975,6213 Pine Rd,Phoenix,NY,nan,33,3502.41,968,debit_card,65.0,,m,new,2022-08-17,pending
393,alice.johnson@email.com,customer393@example.com,555-5548,2542 First St,philadelphia,CA,47502.0,0,3097.59,103,cash,,1973-10-26,other,new,2023-02-12,unknown
394,diana.prince,user394@domain.com,555-8671,4346 Main St,chicago,TX,64978.0,7,3983.18,103,cash,53.0,1962-12-19,,new,2021-11-04,inactive
395,EVE WHITE,customer395@example.com,(555) 720-3210,7562 First St,la,CA,39466.0,12,339.82,452,credit_card,39.0,,m,new,NaT,inactive
397,frank-miller,customer397@example.com,(555) 251-7634,7746 Second Ave,NYC,PA,78199.0,49,2721.6,856,paypal,21.0,,male,premium,NaT,pending
398,Charlie Brown,customer398@example.com,,936 Oak Ave,new_york,CA,71509.0,19,710.4,845,credit_card,47.0,,f,new,2023-12-26,unknown
399,frank-miller,customer399@example.com,,9574 Oak Ave,Los Angeles,PA,16177.0,40,2384.98,449,cash,,,male,regular,2023-01-26,inactive
400,Charlie Brown,customer400@example.com,555-1501,1153 Main St,la,AZ,64779.0,43,4393.67,703,debit_card,,1970-01-01,,premium,2020-04-04,inactive
401,frank-miller,customer401@example.com,(555) 746-7745,3989 Main St,Phoenix,TX,73126.0,22,2051.67,426,cash,45.0,,f,premium,2021-02-14,inactive
402,Bob Wilson,user402@domain.com,555-8844,4469 First St,NYC,PA,86528.0,2,655.02,902,debit_card,,,f,premium,2021-10-19,suspended
403,EVE WHITE,customer403@example.com,(555) 780-2632,6819 Main St,Los Angeles,IL,79820.0,41,2022.11,707,credit_card,66.0,,m,new,2020-04-24,active
404,alice.johnson@email.com,customer404@example.com,555-4127,5213 First St,philadelphia,IL,65675.0,48,2837.85,79,paypal,31.0,1965-08-15,f,premium,2022-10-23,inactive
405,Charlie Brown,customer405@example.com,(555) 200-9404,8780 First St,philadelphia,PA,nan,45,3966.5,386,credit_card,67.0,,f,new,2021-05-27,inactive
406,henry.davis123,customer406@example.com,,7150 Pine Rd,Chicago,PA,28803.0,45,4021.93,878,debit_card,,,female,premium,2020-08-12,pending
407,EVE WHITE,customer407@example.com,555-4421,3513 Main St,Houston,IL,50977.0,13,3147.6,327,debit_card,,1963-01-05,,regular,2020-06-18,unknown
408,alice.johnson@email.com,user408@domain.com,(555) 890-5005,8796 Pine Rd,new_york,IL,nan,36,2341.86,775,credit_card,31.0,,female,regular,2023-03-15,suspended
409,Charlie Brown,customer409@example.com,(555) 520-8795,9573 Main St,la,AZ,14737.0,19,4123.28,839,debit_card,76.0,,,regular,2021-08-11,active
410,Bob Wilson,customer410@example.com,(555) 540-3797,3327 Pine Rd,Los Angeles,New York,41056.0,28,4757.34,965,credit_card,,1996-11-14,other,vip,2021-09-14,pending
411,Grace Lee,customer411@example.com,(555) 397-4280,6997 Pine Rd,New York,AZ,68887.0,32,3920.64,178,cash,,,,new,2022-12-16,inactive
412,Charlie Brown,customer412@example.com,(555) 368-5558,9588 First St,Phoenix,IL,48177.0,47,3369.01,236,cash,51.0,1963-09-28,other,premium,2021-04-27,unknown
413,henry.davis123,customer413@example.com,555-7377,9261 Oak Ave,Los Angeles,PA,35108.0,39,245.76,372,cash,38.0,1976-05-12,m,regular,2021-05-21,active
414,alice.johnson@email.com,customer414@example.com,555-8755,1062 Oak Ave,Chicago,CA,31876.0,45,1677.62,155,debit_card,31.0,,,regular,2020-12-05,active
415,diana.prince,customer415@example.com,(555) 347-3828,8274 Main St,la,PA,nan,9,3276.6,491,credit_card,36.0,,female,regular,NaT,unknown
416,henry.davis123,customer416@example.com,,8093 Main St,Houston,IL,41322.0,35,2581.85,625,cash,64.0,1990-08-15,,vip,2021-01-15,inactive
417,EVE WHITE,user417@domain.com,555-9740,731 First St,philadelphia,California,17041.0,15,3194.98,437,cash,,,,new,2022-12-15,inactive
418,alice.johnson@email.com,user418@domain.com,555-2762,9716 First St,philadelphia,TX,nan,20,601.73,480,debit_card,,1970-10-10,male,general,2023-08-10,pending
419,John Smith,customer419@example.com,,9616 Oak Ave,Phoenix,California,80666.0,1,480.55,712,credit_card,72.0,,,regular,2021-10-23,inactive
420,EVE WHITE,customer420@example.com,,1765 Main St,Chicago,California,95021.0,40,3596.21,865,cash,,,f,regular,2020-01-15,pending
421,EVE WHITE,user421@domain.com,555-9295,9318 Oak Ave,philadelphia,AZ,95081.0,24,3950.13,874,cash,44.0,1992-12-05,,vip,2023-03-01,pending
422,Grace Lee,user422@domain.com,555-6136,9329 First St,new_york,IL,nan,17,1711.06,329,credit_card,,,,new,2021-12-27,active
423,diana.prince,customer423@example.com,555-4980,6716 Pine Rd,Los Angeles,PA,33679.0,38,1594.57,477,paypal,44.0,,f,general,2020-02-11,active
424,Charlie Brown,customer424@example.com,555-2725,3736 Second Ave,new_york,California,nan,8,219.64,407,credit_card,,1993-07-10,,premium,2022-12-02,pending
425,henry.davis123,customer425@example.com,555-9206,8359 Pine Rd,NYC,CA,73967.0,44,1067.87,147,cash,,1962-03-12,,regular,2022-10-05,active
426,jane_doe,customer426@example.com,555-7323,889 Oak Ave,new_york,IL,nan,0,2993.24,340,debit_card,24.0,,m,new,2021-10-13,active
427,John Smith,user427@domain.com,555-2348,4998 Pine Rd,Phoenix,New York,22881.0,46,3514.12,926,cash,21.0,1984-04-21,m,general,2023-05-18,unknown
428,diana.prince,user428@domain.com,(555) 598-1555,4314 Second Ave,new_york,New York,92105.0,49,767.29,136,credit_card,,,,premium,2023-04-13,unknown
429,EVE WHITE,customer429@example.com,555-4293,1160 Pine Rd,Chicago,TX,39590.0,35,2228.51,561,debit_card,67.0,,male,premium,NaT,pending
430,Grace Lee,customer430@example.com,(555) 107-3805,864 Main St,Los Angeles,New York,69221.0,27,2914.09,481,paypal,74.0,,f,general,NaT,inactive
431,frank-miller,customer431@example.com,,8985 Main St,New York,PA,nan,14,4393.32,734,cash,60.0,,f,regular,2023-11-21,suspended
432,jane_doe,customer432@example.com,555-9987,3331 Second Ave,philadelphia,CA,28772.0,37,4345.44,734,cash,20.0,1964-09-25,female,regular,2023-09-25,active
433,Grace Lee,customer433@example.com,555-3449,6458 Second Ave,Los Angeles,PA,10779.0,5,3781.76,795,cash,49.0,1979-03-12,f,vip,2021-01-20,active
434,Bob Wilson,customer434@example.com,(555) 669-6332,67 Second Ave,Houston,New York,42749.0,24,1032.63,281,cash,,,m,general,2020-01-23,unknown
435,Grace Lee,customer435@example.com,555-5279,6865 Main St,philadelphia,TX,25807.0,1,2164.97,488,cash,,,,new,2023-04-08,active
436,alice.johnson@email.com,customer436@example.com,,1652 First St,NYC,New York,77269.0,33,343.14,701,cash,62.0,,,premium,2022-01-20,suspended
437,John Smith,customer437@example.com,555-8518,7776 Main St,Chicago,NY,77054.0,32,4643.34,98,paypal,46.0,1981-06-06,,general,2021-08-11,inactive
438,alice.johnson@email.com,customer438@example.com,555-9431,5792 Second Ave,Phoenix,NY,78683.0,6,3498.22,495,paypal,26.0,,m,new,2021-10-19,unknown
439,jane_doe,customer439@example.com,,6304 Pine Rd,Phoenix,NY,19609.0,39,1747.29,873,cash,77.0,,m,general,NaT,unknown
440,alice.johnson@email.com,customer440@example.com,(555) 533-5153,5325 Oak Ave,Phoenix,AZ,29470.0,44,346.2,471,paypal,,1972-07-16,other,vip,2022-07-24,unknown
442,jane_doe,customer442@example.com,(555) 130-2765,3514 First St,chicago,TX,nan,27,1675.83,127,cash,37.0,,f,regular,2021-10-20,unknown
443,John Smith,customer443@example.com,555-7200,317 First St,Los Angeles,New York,nan,18,2714.31,403,cash,57.0,1987-04-10,,premium,2023-04-25,unknown
444,alice.johnson@email.com,customer444@example.com,555-4233,5019 Second Ave,Phoenix,IL,nan,3,1205.08,415,cash,,1968-08-15,,general,NaT,inactive
445,diana.prince,customer445@example.com,,7587 Pine Rd,Chicago,TX,nan,28,4663.41,330,debit_card,,,other,vip,2020-11-07,inactive
447,alice.johnson@email.com,customer447@example.com,555-4427,6468 First St,Phoenix,New York,nan,4,92.47,139,paypal,,1987-11-20,f,new,2023-02-25,active
448,diana.prince,customer448@example.com,555-6838,9273 Main St,chicago,NY,17254.0,26,3858.39,726,debit_card,,,female,regular,2023-05-09,active
449,frank-miller,user449@domain.com,,2253 First St,Los Angeles,CA,70282.0,8,1895.49,971,paypal,57.0,1998-02-01,male,premium,2022-06-07,suspended
450,John Smith,customer450@example.com,(555) 164-2452,8758 Main St,philadelphia,AZ,66241.0,5,908.82,189,paypal,46.0,,other,vip,NaT,active
451,frank-miller,customer451@example.com,(555) 698-6203,463 First St,chicago,IL,23983.0,30,1277.9,766,cash,18.0,1971-09-27,female,new,2020-05-11,inactive
452,jane_doe,customer452@example.com,555-6575,3083 Pine Rd,la,PA,nan,22,243.44,54,credit_card,,,,regular,2023-11-02,inactive
453,Charlie Brown,customer453@example.com,(555) 717-8472,4259 Main St,new_york,CA,60008.0,1,4871.99,826,cash,56.0,1968-06-20,f,premium,2021-12-18,unknown
454,jane_doe,customer454@example.com,555-8051,1402 Second Ave,chicago,California,84324.0,14,2157.13,151,cash,,,,general,NaT,unknown
455,John Smith,customer455@example.com,,2886 Main St,NYC,CA,39241.0,38,3685.27,775,cash,65.0,,f,new,2022-06-28,active
456,Grace Lee,customer456@example.com,,903 Second Ave,chicago,New York,57926.0,39,2727.57,825,debit_card,21.0,1971-04-12,m,vip,2020-10-19,active
457,diana.prince,customer457@example.com,555-8813,7521 Pine Rd,la,PA,15882.0,43,2798.12,179,paypal,35.0,,,premium,NaT,active
459,jane_doe,customer459@example.com,(555) 561-6901,8689 Main St,philadelphia,NY,94484.0,41,4051.12,858,paypal,,,male,vip,2023-07-07,unknown
460,frank-miller,customer460@example.com,555-2891,1620 First St,philadelphia,NY,41996.0,30,3462.04,284,credit_card,71.0,,,vip,2022-06-28,pending
461,henry.davis123,customer461@example.com,555-6488,9681 Main St,Houston,AZ,14640.0,47,1117.67,554,credit_card,69.0,1999-11-06,,general,NaT,inactive
462,John Smith,customer462@example.com,555-2433,2804 Second Ave,la,IL,34256.0,21,1712.53,715,cash,65.0,,male,premium,NaT,suspended
463,alice.johnson@email.com,customer463@example.com,(555) 922-5617,2696 First St,Chicago,IL,99509.0,3,2056.59,477,debit_card,56.0,,f,general,NaT,suspended
464,Charlie Brown,customer464@example.com,(555) 963-7457,9542 First St,NYC,CA,44998.0,15,2067.94,294,debit_card,48.0,,f,new,NaT,suspended
465,Grace Lee,customer465@example.com,555-4815,5543 First St,new_york,CA,nan,13,3640.25,561,cash,45.0,,,general,2020-04-19,unknown
466,diana.prince,customer466@example.com,555-6253,5474 Pine Rd,la,California,58394.0,5,322.4,24,cash,64.0,,f,vip,2021-05-19,inactive
467,John Smith,customer467@example.com,,9814 First St,la,IL,91893.0,45,776.22,529,cash,,,male,new,NaT,unknown
468,jane_doe,customer468@example.com,,8386 First St,NYC,California,nan,15,3418.96,293,credit_card,,1961-06-01,other,premium,2023-07-02,inactive
469,alice.johnson@email.com,customer469@example.com,,8918 Second Ave,chicago,New York,20345.0,27,2679.6,205,cash,49.0,1997-02-10,,general,2022-11-27,inactive
470,frank-miller,customer470@example.com,(555) 834-9136,4616 Oak Ave,NYC,AZ,10156.0,32,2103.9,994,paypal,45.0,1963-02-19,,premium,2020-03-18,unknown
471,Grace Lee,customer471@example.com,(555) 887-7587,4073 First St,Los Angeles,NY,nan,1,3594.37,238,cash,30.0,,other,general,NaT,active
472,jane_doe,customer472@example.com,,9188 Oak Ave,philadelphia,AZ,63096.0,13,2814.12,927,paypal,,,f,regular,2021-08-09,unknown
473,John Smith,user473@domain.com,555-1844,6111 First St,philadelphia,California,91924.0,26,1746.88,326,debit_card,76.0,,male,regular,2023-11-26,active
474,alice.johnson@email.com,user474@domain.com,(555) 395-7683,8058 Oak Ave,New York,NY,20546.0,40,4158.71,524,cash,,,f,premium,2020-12-12,inactive
475,jane_doe,customer475@example.com,555-4874,1047 First St,Los Angeles,CA,41185.0,15,1405.11,973,debit_card,,,,general,2020-11-24,active
476,Grace Lee,customer476@example.com,(555) 242-9986,7932 Second Ave,new_york,TX,nan,24,3266.53,94,paypal,,1997-08-05,male,new,2023-11-28,inactive
477,diana.prince,customer477@example.com,555-8746,2835 Main St,Phoenix,New York,90173.0,30,3221.4,270,credit_card,22.0,1980-06-18,male,new,2021-11-23,unknown
479,Charlie Brown,user479@domain.com,555-3602,3851 First St,new_york,TX,58961.0,30,1683.95,470,paypal,28.0,,other,premium,2022-07-15,suspended
480,EVE WHITE,customer480@example.com,555-2314,9656 Main St,la,AZ,56918.0,0,1424.35,585,paypal,35.0,,female,vip,2023-03-06,pending
481,diana.prince,user481@domain.com,555-9416,2528 Main St,Chicago,California,48449.0,9,1678.48,797,credit_card,68.0,,male,premium,2021-12-04,inactive
482,alice.johnson@email.com,customer482@example.com,(555) 841-1534,3156 Oak Ave,la,AZ,77416.0,37,257.52,180,cash,51.0,,,regular,2020-06-24,inactive
483,henry.davis123,customer483@example.com,555-8802,2961 Second Ave,Los Angeles,New York,25394.0,47,3076.98,885,debit_card,56.0,,female,regular,2023-01-12,unknown
484,John Smith,customer484@example.com,(555) 269-7343,5128 Pine Rd,chicago,IL,28081.0,37,1205.94,618,cash,,,f,new,2020-02-27,pending
485,henry.davis123,user485@domain.com,,6184 Pine Rd,philadelphia,NY,64651.0,46,3993.12,62,credit_card,,1987-06-02,female,new,2023-08-28,inactive
486,Bob Wilson,customer486@example.com,555-2562,6934 Second Ave,Phoenix,PA,nan,24,4795.23,605,debit_card,,,m,vip,2023-10-10,pending
487,Bob Wilson,customer487@example.com,555-4857,3552 Oak Ave,chicago,NY,nan,1,1631.26,210,credit_card,,,female,general,2020-08-19,inactive
488,Charlie Brown,customer488@example.com,555-4924,7077 Oak Ave,Houston,AZ,14885.0,8,4153.63,984,debit_card,,,m,vip,2020-04-09,inactive
489,EVE WHITE,user489@domain.com,,9261 Main St,Los Angeles,TX,nan,20,1244.22,584,cash,45.0,,,general,2023-03-04,inactive
490,John Smith,customer490@example.com,(555) 826-3790,9970 Second Ave,Chicago,AZ,nan,1,4797.26,192,credit_card,61.0,1995-09-16,female,general,2020-03-20,suspended
491,jane_doe,customer491@example.com,555-6261,276 Oak Ave,Los Angeles,TX,76480.0,9,2117.16,868,credit_card,,,,vip,NaT,
492,diana.prince,customer492@example.com,,6772 Second Ave,Houston,IL,nan,5,2157.87,615,debit_card,27.0,,,vip,2022-04-22,pending
493,John Smith,user493@domain.com,555-4539,1225 Main St,new_york,New York,21572.0,13,482.9,252,cash,53.0,1989-12-15,,vip,NaT,suspended
494,Bob Wilson,customer494@example.com,555-7116,968 Second Ave,chicago,New York,94114.0,49,3796.2,326,cash,62.0,,female,regular,2021-07-17,suspended
496,jane_doe,customer496@example.com,555-2099,1728 First St,chicago,IL,nan,26,3237.47,624,cash,55.0,,,regular,2020-12-12,pending
497,EVE WHITE,customer497@example.com,(555) 620-1201,8145 Pine Rd,Houston,California,62348.0,44,3388.4,608,debit_card,,,other,general,NaT,inactive
498,John Smith,customer498@example.com,(555) 929-7191,1348 Oak Ave,Phoenix,TX,82458.0,30,4417.0,565,paypal,44.0,,female,premium,2023-10-27,unknown
499,henry.davis123,user499@domain.com,555-7529,2905 Pine Rd,la,TX,nan,43,1593.74,962,debit_card,29.0,,,vip,2022-02-04,pending
500,Charlie Brown,customer500@example.com,(555) 825-7190,1552 Main St,new_york,TX,88238.0,13,3957.99,524,cash,74.0,,other,new,2021-10-16,inactive
